cell_id,xml_type,subtype,backend,surface,reader_class,product_claim,status,reason,evidence_ref
TransferFunction/1:native:explicit:TimeSeries,TransferFunction,1,native,explicit,TimeSeries,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:native:explicit:TimeSeriesDict,TransferFunction,1,native,explicit,TimeSeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:native:explicit:TimeSeriesMatrix,TransferFunction,1,native,explicit,TimeSeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:native:explicit:FrequencySeries,TransferFunction,1,native,explicit,FrequencySeries,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:native:explicit:FrequencySeriesDict,TransferFunction,1,native,explicit,FrequencySeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:native:explicit:FrequencySeriesMatrix,TransferFunction,1,native,explicit,FrequencySeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:native:auto:TimeSeries,TransferFunction,1,native,auto,TimeSeries,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:native:auto:TimeSeriesDict,TransferFunction,1,native,auto,TimeSeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:native:auto:TimeSeriesMatrix,TransferFunction,1,native,auto,TimeSeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:native:auto:FrequencySeries,TransferFunction,1,native,auto,FrequencySeries,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/1:native:auto:FrequencySeriesDict,TransferFunction,1,native,auto,FrequencySeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/1:native:auto:FrequencySeriesMatrix,TransferFunction,1,native,auto,FrequencySeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/1:fallback:normalize:-,TransferFunction,1,fallback,normalize,-,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,This subtype was not run through a reader in a clean no-dttxml process; only Spectrum/2 CSD has a verified frequency-product fallback probe.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:fallback:explicit:TimeSeries,TransferFunction,1,fallback,explicit,TimeSeries,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:fallback:explicit:TimeSeriesDict,TransferFunction,1,fallback,explicit,TimeSeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:fallback:explicit:TimeSeriesMatrix,TransferFunction,1,fallback,explicit,TimeSeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:fallback:explicit:FrequencySeries,TransferFunction,1,fallback,explicit,FrequencySeries,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:fallback:explicit:FrequencySeriesDict,TransferFunction,1,fallback,explicit,FrequencySeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:fallback:explicit:FrequencySeriesMatrix,TransferFunction,1,fallback,explicit,FrequencySeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:fallback:auto:TimeSeries,TransferFunction,1,fallback,auto,TimeSeries,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:fallback:auto:TimeSeriesDict,TransferFunction,1,fallback,auto,TimeSeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:fallback:auto:TimeSeriesMatrix,TransferFunction,1,fallback,auto,TimeSeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/1:fallback:auto:FrequencySeries,TransferFunction,1,fallback,auto,FrequencySeries,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:fallback:auto:FrequencySeriesDict,TransferFunction,1,fallback,auto,FrequencySeriesDict,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/1:fallback:auto:FrequencySeriesMatrix,TransferFunction,1,fallback,auto,FrequencySeriesMatrix,STF; Y payload; floatComplex/complex64 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:external:normalize:-,TransferFunction,2,external,normalize,-,COH; Y payload; float/float32 from subtype source survey,observed,"Installed dttxml decodes COH Y and GWexpy source maps COH; surveyed layout only, without an integrated public reader assertion.",docs/plans/2026-09-25-diaggui-xml-product-audit.md#subtype-survey; tests/io/test_dttxml_issue726.py
TransferFunction/2:external:explicit:TimeSeries,TransferFunction,2,external,explicit,TimeSeries,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:external:explicit:TimeSeriesDict,TransferFunction,2,external,explicit,TimeSeriesDict,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:external:explicit:TimeSeriesMatrix,TransferFunction,2,external,explicit,TimeSeriesMatrix,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:external:explicit:FrequencySeries,TransferFunction,2,external,explicit,FrequencySeries,COH; Y payload; float/float32 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:external:explicit:FrequencySeriesDict,TransferFunction,2,external,explicit,FrequencySeriesDict,COH; Y payload; float/float32 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:external:explicit:FrequencySeriesMatrix,TransferFunction,2,external,explicit,FrequencySeriesMatrix,COH; Y payload; float/float32 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:external:auto:TimeSeries,TransferFunction,2,external,auto,TimeSeries,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:external:auto:TimeSeriesDict,TransferFunction,2,external,auto,TimeSeriesDict,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:external:auto:TimeSeriesMatrix,TransferFunction,2,external,auto,TimeSeriesMatrix,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:external:auto:FrequencySeries,TransferFunction,2,external,auto,FrequencySeries,COH; Y payload; float/float32 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/2:external:auto:FrequencySeriesDict,TransferFunction,2,external,auto,FrequencySeriesDict,COH; Y payload; float/float32 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/2:external:auto:FrequencySeriesMatrix,TransferFunction,2,external,auto,FrequencySeriesMatrix,COH; Y payload; float/float32 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/2:native:normalize:-,TransferFunction,2,native,normalize,-,COH; Y payload; float/float32 from subtype source survey,observed,Native dispatch recognizes TransferFunction/2 as COH Y; surveyed source behavior lacks an independent integrated value/metadata fixture for this row.,gwexpy/io/dttxml_common.py::load_dttxml_native; docs/plans/2026-09-25-diaggui-xml-product-audit.md#subtype-survey
TransferFunction/2:native:explicit:TimeSeries,TransferFunction,2,native,explicit,TimeSeries,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:native:explicit:TimeSeriesDict,TransferFunction,2,native,explicit,TimeSeriesDict,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:native:explicit:TimeSeriesMatrix,TransferFunction,2,native,explicit,TimeSeriesMatrix,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:native:explicit:FrequencySeries,TransferFunction,2,native,explicit,FrequencySeries,COH; Y payload; float/float32 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:native:explicit:FrequencySeriesDict,TransferFunction,2,native,explicit,FrequencySeriesDict,COH; Y payload; float/float32 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:native:explicit:FrequencySeriesMatrix,TransferFunction,2,native,explicit,FrequencySeriesMatrix,COH; Y payload; float/float32 from subtype source survey,unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:native:auto:TimeSeries,TransferFunction,2,native,auto,TimeSeries,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:native:auto:TimeSeriesDict,TransferFunction,2,native,auto,TimeSeriesDict,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:native:auto:TimeSeriesMatrix,TransferFunction,2,native,auto,TimeSeriesMatrix,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:native:auto:FrequencySeries,TransferFunction,2,native,auto,FrequencySeries,COH; Y payload; float/float32 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/2:native:auto:FrequencySeriesDict,TransferFunction,2,native,auto,FrequencySeriesDict,COH; Y payload; float/float32 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/2:native:auto:FrequencySeriesMatrix,TransferFunction,2,native,auto,FrequencySeriesMatrix,COH; Y payload; float/float32 from subtype source survey,unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/2:fallback:normalize:-,TransferFunction,2,fallback,normalize,-,COH; Y payload; float/float32 from subtype source survey,unverified,This subtype was not run through a reader in a clean no-dttxml process; only Spectrum/2 CSD has a verified frequency-product fallback probe.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:fallback:explicit:TimeSeries,TransferFunction,2,fallback,explicit,TimeSeries,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:fallback:explicit:TimeSeriesDict,TransferFunction,2,fallback,explicit,TimeSeriesDict,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:fallback:explicit:TimeSeriesMatrix,TransferFunction,2,fallback,explicit,TimeSeriesMatrix,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:fallback:explicit:FrequencySeries,TransferFunction,2,fallback,explicit,FrequencySeries,COH; Y payload; float/float32 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:fallback:explicit:FrequencySeriesDict,TransferFunction,2,fallback,explicit,FrequencySeriesDict,COH; Y payload; float/float32 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:fallback:explicit:FrequencySeriesMatrix,TransferFunction,2,fallback,explicit,FrequencySeriesMatrix,COH; Y payload; float/float32 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:fallback:auto:TimeSeries,TransferFunction,2,fallback,auto,TimeSeries,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:fallback:auto:TimeSeriesDict,TransferFunction,2,fallback,auto,TimeSeriesDict,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:fallback:auto:TimeSeriesMatrix,TransferFunction,2,fallback,auto,TimeSeriesMatrix,COH; Y payload; float/float32 from subtype source survey,N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/2:fallback:auto:FrequencySeries,TransferFunction,2,fallback,auto,FrequencySeries,COH; Y payload; float/float32 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:fallback:auto:FrequencySeriesDict,TransferFunction,2,fallback,auto,FrequencySeriesDict,COH; Y payload; float/float32 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/2:fallback:auto:FrequencySeriesMatrix,TransferFunction,2,fallback,auto,FrequencySeriesMatrix,COH; Y payload; float/float32 from subtype source survey,unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/3:external:normalize:-,TransferFunction,3,external,normalize,-,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",verified,Installed dttxml normalization and decoded payload are covered by an existing verified fixture/test for this subtype.,tests/io/test_dttxml_issue726.py; tests/io/dttxml_audit/test_subtypes.py
TransferFunction/3:external:explicit:TimeSeries,TransferFunction,3,external,explicit,TimeSeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:external:explicit:TimeSeriesDict,TransferFunction,3,external,explicit,TimeSeriesDict,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:external:explicit:TimeSeriesMatrix,TransferFunction,3,external,explicit,TimeSeriesMatrix,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:external:explicit:FrequencySeries,TransferFunction,3,external,explicit,FrequencySeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/3:external:explicit:FrequencySeriesDict,TransferFunction,3,external,explicit,FrequencySeriesDict,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/3:external:explicit:FrequencySeriesMatrix,TransferFunction,3,external,explicit,FrequencySeriesMatrix,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",verified,"This subtype/class/backend/surface has a positive integrated assertion for values, coordinates, pair direction, and applicable metadata.",tests/io/test_dttxml_issue726.py; tests/io/dttxml_audit/test_readers.py
TransferFunction/3:external:auto:TimeSeries,TransferFunction,3,external,auto,TimeSeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:external:auto:TimeSeriesDict,TransferFunction,3,external,auto,TimeSeriesDict,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:external:auto:TimeSeriesMatrix,TransferFunction,3,external,auto,TimeSeriesMatrix,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:external:auto:FrequencySeries,TransferFunction,3,external,auto,FrequencySeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/3:external:auto:FrequencySeriesDict,TransferFunction,3,external,auto,FrequencySeriesDict,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/3:external:auto:FrequencySeriesMatrix,TransferFunction,3,external,auto,FrequencySeriesMatrix,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
TransferFunction/3:native:normalize:-,TransferFunction,3,native,normalize,-,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",verified,Native normalized payload values and reader behavior are asserted by the integrated positive characterization.,tests/io/test_dttxml_issue726.py; tests/io/dttxml_audit/test_subtypes.py
TransferFunction/3:native:explicit:TimeSeries,TransferFunction,3,native,explicit,TimeSeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:native:explicit:TimeSeriesDict,TransferFunction,3,native,explicit,TimeSeriesDict,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:native:explicit:TimeSeriesMatrix,TransferFunction,3,native,explicit,TimeSeriesMatrix,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:native:explicit:FrequencySeries,TransferFunction,3,native,explicit,FrequencySeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/3:native:explicit:FrequencySeriesDict,TransferFunction,3,native,explicit,FrequencySeriesDict,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
TransferFunction/3:native:explicit:FrequencySeriesMatrix,TransferFunction,3,native,explicit,FrequencySeriesMatrix,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",verified,"This subtype/class/backend/surface has a positive integrated assertion for values, coordinates, pair direction, and applicable metadata.",tests/io/test_dttxml_issue726.py; tests/io/dttxml_audit/test_readers.py
TransferFunction/3:native:auto:TimeSeries,TransferFunction,3,native,auto,TimeSeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:native:auto:TimeSeriesDict,TransferFunction,3,native,auto,TimeSeriesDict,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:native:auto:TimeSeriesMatrix,TransferFunction,3,native,auto,TimeSeriesMatrix,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
TransferFunction/3:native:auto:FrequencySeries,TransferFunction,3,native,auto,FrequencySeries,"TF; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
